name	description	p-value	q-value	phenotype	genes
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374	positive regulation of ERK1 and ERK2 cascade	6.59046170002333e-05	6.59046170002333e-05	1	NOTCH1,FBXW7,EGFR,BRAF,FGFR3,PTPN11,FGFR2,ERBB4,PDGFRA
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904951	positive regulation of establishment of protein localization	0.00647388556863815	0.00647388556863815	1	FBXW7,BAP1,TLR4,EP300,PIK3R1,CDH1
POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927	positive regulation of growth	0.00156857061164453	0.00156857061164453	1	NOTCH1,EGFR,MTOR,FGFR2,ERBB4,AKT1,WT1
POSITIVE REGULATION OF HEART GROWTH%GOBP%GO:0060421	positive regulation of heart growth	0.000431006468053192	0.000431006468053192	1	NOTCH1,ERBB4,FGFR2,WT1
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	positive regulation of hemopoiesis	0.000416132219041446	0.000416132219041446	1	PBRM1,CBFB,ARID1A,GATA3,TGFBR2,RUNX1
POSITIVE REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035066	positive regulation of histone acetylation	0.000391161476540211	0.000391161476540211	1	SF3B1,BRCA1,SMAD4
POSITIVE REGULATION OF HISTONE H3-K4 METHYLATION%GOBP%GO:0051571	positive regulation of histone H3-K4 methylation	0.000171753418335199	0.000171753418335199	1	CTNNB1,BRCA1,SMAD4
POSITIVE REGULATION OF HISTONE METHYLATION%GOBP%GO:0031062	positive regulation of histone methylation	0.000475824865731271	0.000475824865731271	1	CTNNB1,BRCA1,SMAD4
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089	positive regulation of innate immune response	0.123341804796604	0.123341804796604	1	TLR4,EP300,SIN3A
POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090316	positive regulation of intracellular protein transport	0.00372900722245869	0.00372900722245869	1	EP300,FBXW7,BAP1,PIK3R1,CDH1
POSITIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032388	positive regulation of intracellular transport	0.00138102256957419	0.00138102256957419	1	EP300,FBXW7,BAP1,PIK3R1,STK11,CDH1
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.000165066432692833	0.000165066432692833	1	PBRM1,PTPN11,CBFB,ARID1A,PIK3CA,AKT1,GATA3,TGFBR2,RUNX1
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	positive regulation of leukocyte differentiation	0.000416132219041446	0.000416132219041446	1	PBRM1,CBFB,ARID1A,GATA3,TGFBR2,RUNX1
POSITIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060193	positive regulation of lipase activity	6.87823352293896e-05	6.87823352293896e-05	1	EGFR,FGFR3,KIT,PDGFRA,FGFR2
POSITIVE REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0090218	positive regulation of lipid kinase activity	0.000115973612265767	0.000115973612265767	1	FGFR3,KIT,PDGFRA,FLT3
POSITIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045834	positive regulation of lipid metabolic process	0.00100402845098193	0.00100402845098193	1	MTOR,FLT3,FGFR3,AKT1,KIT,PDGFRA
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	positive regulation of lymphocyte differentiation	9.45020496665712e-05	9.45020496665712e-05	1	PBRM1,CBFB,ARID1A,GATA3,TGFBR2,RUNX1
POSITIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043406	positive regulation of MAP kinase activity	1.80535558001334e-05	1.80535558001334e-05	1	TLR4,PIK3CG,EGFR,FLT3,LRRK2,EZH2,KIT
POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION%GOBP%GO:0002053	positive regulation of mesenchymal cell proliferation	0.000110103905625372	0.000110103905625372	1	FGFR2,TGFBR2,SOX9
POSITIVE REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000630	positive regulation of miRNA metabolic process	7.01460468024357e-07	7.01460468024357e-07	1	FOXA1,AR,EGFR,GATA3,TP53,WT1
POSITIVE REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902895	positive regulation of miRNA transcription	3.71971006245126e-07	3.71971006245126e-07	1	FOXA1,AR,EGFR,TP53,GATA3,WT1
POSITIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045931	positive regulation of mitotic cell cycle	0.00203595145526418	0.00203595145526418	1	FOXA1,CCND1,EGFR,AKT1,RB1
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045639	positive regulation of myeloid cell differentiation	0.0179342942645294	0.0179342942645294	1	ACVR1B,ACVR2A,RUNX1
POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT%GOBP%GO:0010976	positive regulation of neuron projection development	0.0126099743887297	0.0126099743887297	1	EP300,EPHA3,ARHGAP35
POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.00720318575700126	0.00720318575700126	1	AR,TLR4,EP300,NPM1
POSITIVE REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901224	positive regulation of NIK/NF-kappaB signaling	0.00392147795066419	0.00392147795066419	1	TLR4,EP300,EGFR
POSITIVE REGULATION OF ORGAN GROWTH%GOBP%GO:0046622	positive regulation of organ growth	0.000431006468053192	0.000431006468053192	1	NOTCH1,ERBB4,FGFR2,WT1
POSITIVE REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION%GOBP%GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	0.00743539114315055	0.00743539114315055	1	SMAD4,TGFBR2,ACVR2A
POSITIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000758	positive regulation of peptidyl-lysine acetylation	0.000742002516713287	0.000742002516713287	1	SF3B1,BRCA1,SMAD4
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	0.000121467581741357	0.000121467581741357	1	FBXW7,FLT3,FGFR3,PTPN11,ERBB4,HGF,KIT,TP53
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	6.59046170002333e-05	6.59046170002333e-05	1	FGFR3,KIT,PDGFRA,FLT3
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	7.66292412941761e-05	7.66292412941761e-05	1	FLT3,HGF,KIT,PDGFRA,SOX9
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	positive regulation of phospholipase activity	3.36438474908714e-05	3.36438474908714e-05	1	EGFR,FGFR3,KIT,PDGFRA,FGFR2
POSITIVE REGULATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0010863	positive regulation of phospholipase C activity	0.00162778672781349	0.00162778672781349	1	KIT,EGFR,PDGFRA
POSITIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1901800	positive regulation of proteasomal protein catabolic process	4.39439879438881e-05	4.39439879438881e-05	1	FBXW7,LRRK2,CEBPA,NFE2L2,AXIN2,AKT1,TAF1,KEAP1
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.000128674265177288	0.000128674265177288	1	AXIN2,AKT1,TAF1,LRRK2,KEAP1,CEBPA,NFE2L2
POSITIVE REGULATION OF PROTEIN ACETYLATION%GOBP%GO:1901985	positive regulation of protein acetylation	0.00132172352465397	0.00132172352465397	1	SF3B1,SMAD4,BRCA1
POSITIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032092	positive regulation of protein binding	0.007934439304693	0.007934439304693	1	TAF1,LRRK2,USP9X
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0045732	positive regulation of protein catabolic process	2.33359465115517e-05	2.33359465115517e-05	1	FBXW7,LRRK2,CEBPA,NFE2L2,AXIN2,AKT1,APC,TAF1,KEAP1,CDKN1B
POSITIVE REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051897	positive regulation of protein kinase B signaling	0.00034273422544229	0.00034273422544229	1	PIK3CG,EGFR,GATA3,PIK3CA
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.00229275054415204	0.00229275054415204	1	FBXW7,PTEN,LRRK2,BRCA1
POSITIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071902	positive regulation of protein serine/threonine kinase activity	2.65687734247067e-05	2.65687734247067e-05	1	CCND1,TLR4,PIK3CG,EGFR,FLT3,LRRK2,EZH2,AKT1,KIT
POSITIVE REGULATION OF PROTEIN TRANSPORT%GOBP%GO:0051222	positive regulation of protein transport	0.00522683596890879	0.00522683596890879	1	FBXW7,BAP1,TLR4,EP300,PIK3R1,CDH1
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GOBP%GO:0031398	positive regulation of protein ubiquitination	0.00160975778511015	0.00160975778511015	1	FBXW7,PTEN,LRRK2,BRCA1
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY%GOBP%GO:0031334	positive regulation of protein-containing complex assembly	0.000870533354628949	0.000870533354628949	1	TLR4,ATM,NAV3,ATR,AJUBA,TP53
POSITIVE REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903052	positive regulation of proteolysis involved in protein catabolic process	1.17729566801405e-05	1.17729566801405e-05	1	FBXW7,PTEN,LRRK2,CEBPA,NFE2L2,AXIN2,AKT1,TAF1,KEAP1
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000379	positive regulation of reactive oxygen species metabolic process	0.00062927670001995	0.00062927670001995	1	TLR4,TGFBR2,CDKN1A,TP53
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	0.00177987208233415	0.00177987208233415	1	NOTCH1,ERBB4,EP300,KIT
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904894	positive regulation of receptor signaling pathway via STAT	0.00218290173410872	0.00218290173410872	1	NOTCH1,ERBB4,EP300,KIT
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000243	positive regulation of reproductive process	0.00776084149229128	0.00776084149229128	1	ACVR1B,SOX9,WT1
POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	positive regulation of T cell activation	0.000112726466521834	0.000112726466521834	1	PBRM1,PTPN11,CBFB,ARID1A,PIK3CA,AKT1,GATA3,TGFBR2,RUNX1
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	positive regulation of T cell differentiation	4.87083706516638e-05	4.87083706516638e-05	1	ARID1A,PBRM1,GATA3,TGFBR2,CBFB,RUNX1
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212	positive regulation of telomere maintenance via telomerase	0.00224800393177311	0.00224800393177311	1	ATM,CTNNB1,ATR
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904358	positive regulation of telomere maintenance via telomere lengthening	0.0026516199063211	0.0026516199063211	1	ATM,CTNNB1,ATR
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	positive regulation of telomere maintenance	0.00161082169410145	0.00161082169410145	1	CTNNB1,ATRX,ATM,ATR
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0045945	positive regulation of transcription by RNA polymerase III	0.000391161476540211	0.000391161476540211	1	AR,SF3B1,MTOR
POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000679	positive regulation of transcription regulatory region DNA binding	0.000515042760788854	0.000515042760788854	1	RB1,GATA3,EP300
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	0.000875516131855185	0.000875516131855185	1	SMAD4,EP300,STK11
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	3.17303909320912e-06	3.17303909320912e-06	1	NOTCH1,EP300,SMAD2,SMAD4,STK11,TGFBR2,ACVR1B,ACVR2A
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	positive regulation of type I interferon production	0.0108657687205865	0.0108657687205865	1	TLR4,SETD2,PTPN11
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	0.00541580086213428	0.00541580086213428	1	ERBB4,FLT3,FGFR3,KIT
POSITIVE REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process	3.38112003360616e-06	3.38112003360616e-06	1	AXIN2,FBXW7,AKT1,PTEN,TAF1,LRRK2,KEAP1,CEBPA,NFE2L2
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	positive regulation of Wnt signaling pathway	0.00888623064993914	0.00888623064993914	1	EGFR,TBL1XR1,LRRK2,FGFR2
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	Posttranslational regulation of adherens junction stability and dissassembly	0.000266690333977064	0.000266690333977064	1	CDH1,EGFR,CTNNB1
PPARA ACTIVATES GENE EXPRESSION%REACTOME%R-HSA-1989781.4	PPARA activates gene expression	0.0427169527903164	0.0427169527903164	1	NCOR1,TBL1XR1,EP300
PRADER-WILLI AND ANGELMAN SYNDROME%WIKIPATHWAYS_20220510%WP3998%HOMO SAPIENS	Prader-Willi and Angelman syndrome	0.0018161771353897	0.0018161771353897	1	CDKN2C,CCND1,RB1,CDKN2A
PRE-MRNA SPLICING%REACTOME%R-HSA-72163.2	pre-mRNA splicing	0.155479716753233	0.155479716753233	1	SF3B1,U2AF1,PCBP1
PRE-NOTCH EXPRESSION AND PROCESSING%REACTOME%R-HSA-1912422.1	Pre-NOTCH Expression and Processing	1.15814480157675e-05	1.15814480157675e-05	1	CCND1,EP300,RUNX1,NOTCH1,ELF3,TP53
PRE-NOTCH TRANSCRIPTION AND TRANSLATION%REACTOME%R-HSA-1912408.4	Pre-NOTCH Transcription and Translation	3.98048689146158e-06	3.98048689146158e-06	1	CCND1,EP300,RUNX1,NOTCH1,ELF3,TP53
PRESENILIN ACTION IN NOTCH AND WNT SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PRESENILIN ACTION IN NOTCH AND WNT SIGNALING	Presenilin action in Notch and Wnt signaling	0.000127975576789437	0.000127975576789437	1	APC,NOTCH1,CCND1,CTNNB1
PRESYNAPTIC PHASE OF HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693616.4	Presynaptic phase of homologous DNA pairing and strand exchange	0.00031294481877661	0.00031294481877661	1	ATM,ATR,BRCA1,BRCA2
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS (FSGS)%WIKIPATHWAYS_20220510%WP2572%HOMO SAPIENS	Primary focal segmental glomerulosclerosis (FSGS)	9.81342605119874e-06	9.81342605119874e-06	1	CTNNB1,WT1,TLR4,CDKN1B,CDKN1A,NOTCH1
PRIMITIVE STREAK FORMATION%REACTOME DATABASE ID RELEASE 83%9754189	Primitive streak formation	0.000784558935398519	0.000784558935398519	1	SMAD4,SMAD2,CTNNB1
PRION DISEASE PATHWAY%WIKIPATHWAYS_20220510%WP3995%HOMO SAPIENS	Prion disease pathway	0.000276792572593284	0.000276792572593284	1	RAD21,EP300,CTCF,SMC3
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.1	Processing of DNA double-strand break ends	0.0137450591321504	0.0137450591321504	1	ATR,BRCA1,ATM
PROGRAMMED CELL DEATH%REACTOME DATABASE ID RELEASE 83%5357801	Programmed Cell Death	6.99549133741714e-05	6.99549133741714e-05	1	TLR4,CDKN2A,TP53,AKT1,CTNNB1,APC,CDH1
PROTEIN ALKYLATION%GOBP%GO:0008213	protein alkylation	0.00801390268356859	0.00801390268356859	1	SETBP1,SETD2,EZH2,KDM6A
PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0046777	protein autophosphorylation	5.73684772562739e-12	5.73684772562739e-12	1	EGFR,MTOR,FLT3,ATM,FGFR3,ATR,LRRK2,FGFR2,CHEK2,CDK12,ERBB4,AKT1,STK11,TAF1,ACVR1B,KIT,PDGFRA
PROTEIN DEPHOSPHORYLATION%GOBP%GO:0006470	protein dephosphorylation	0.010367746129064	0.010367746129064	1	PTEN,PTPN11,PPP2R1A,STK11
PROTEIN DEUBIQUITINATION%GOBP%GO:0016579	protein deubiquitination	0.00854956058686814	0.00854956058686814	1	BAP1,ASXL1,USP9X,BRCA1
PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:0070198	protein localization to chromosome, telomeric region	0.000436766287255694	0.000436766287255694	1	ATRX,ATR,BRCA2
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	protein localization to chromosome	7.01246386642684e-05	7.01246386642684e-05	1	RAD21,CTCF,ATRX,ATR,RB1,BRCA2
PROTEIN METHYLATION%GOBP%GO:0006479	protein methylation	0.00801390268356859	0.00801390268356859	1	SETBP1,SETD2,EZH2,KDM6A
PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL%GOBP%GO:0070646	protein modification by small protein removal	0.0113844296769057	0.0113844296769057	1	BAP1,ASXL1,USP9X,BRCA1
PROTEIN POLYUBIQUITINATION%GOBP%GO:0000209	protein polyubiquitination	0.0206418697928133	0.0206418697928133	1	CTNNB1,CBFB,TAF1,BRCA1,SPOP
PROTEIN STABILIZATION%GOBP%GO:0050821	protein stabilization	8.20795168184518e-05	8.20795168184518e-05	1	FBXW7,VHL,TAF1,RPL5,EP300,PTEN,SOX17,CHEK2,PIK3R1,USP9X
PROTEIN-CONTAINING COMPLEX LOCALIZATION%GOBP%GO:0031503	protein-containing complex localization	0.0318995815705172	0.0318995815705172	1	NPM1,ATM,ATR
PROTEIN-DNA COMPLEX ASSEMBLY%GOBP%GO:0065004	protein-DNA complex assembly	0.00987342025705089	0.00987342025705089	1	NPM1,ATRX,SOX9,TAF1
PROTEIN-DNA COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071824	protein-DNA complex subunit organization	0.000766961739683875	0.000766961739683875	1	NPM1,ATRX,SOX9,ARID1A,TAF1,SETD2
RAC 1 CELL MOTILITY SIGNALING PATHWAY%SMPDB%SMP0063795	Rac 1 Cell Motility Signaling Pathway	0.000784908595934777	0.000784908595934777	1	CCND1,PDGFRA,CDKN1A,MAP3K1
RAC1 SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RAC1 SIGNALING PATHWAY	RAC1 signaling pathway	0.000753729497423564	0.000753729497423564	1	MAP3K1,MAP2K4,CDH1,CTNNB1
RAS PATHWAY%PANTHER PATHWAY%P04393	Ras Pathway	0.00020349824929121	0.00020349824929121	1	BRAF,KRAS,PIK3CG,AKT1,MAP2K4,PIK3CA,NRAS,MAP3K1
RAS PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0007265	Ras protein signal transduction	0.000351769065110717	0.000351769065110717	1	CDKN2A,KRAS,NRAS,ARHGAP35,CDKN1A,RB1,TP53
RAS SIGNALING%WIKIPATHWAYS_20220510%WP4223%HOMO SAPIENS	Ras signaling	2.10763507711067e-05	2.10763507711067e-05	1	PIK3R1,FGFR3,FGFR2,PTPN11,KIT,NRAS,NF1,FLT3,KRAS,PDGFRA,EGFR
RECOMBINATIONAL REPAIR%GOBP%GO:0000725	recombinational repair	0.04764807089307	0.04764807089307	1	RAD21,BRCA1,BRCA2
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME DATABASE ID RELEASE 83%5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	3.51565994981874e-05	3.51565994981874e-05	1	BRCA1,BAP1,ATM,TP53,CHEK2
REGIONALIZATION%GOBP%GO:0003002	regionalization	0.000235001464388441	0.000235001464388441	1	TBX3,NOTCH1,SOX17,FOXA2,FGFR2,SMAD2,TGFBR2,WT1
REGUCALCIN IN PROXIMAL TUBULE EPITHELIAL KIDNEY CELLS%WIKIPATHWAYS_20220510%WP4838%HOMO SAPIENS	Regucalcin in proximal tubule epithelial kidney cells	0.000225901709497887	0.000225901709497887	1	BRAF,SMAD4,MTOR,SMAD2
REGULATION OF ACTIN CYTOSKELETON%WIKIPATHWAYS_20220510%WP51%HOMO SAPIENS	Regulation of actin cytoskeleton	0.000138487438676805	0.000138487438676805	1	PIK3R1,FGFR3,FGFR2,BRAF,NRAS,KRAS,ARHGAP35,PDGFRA,EGFR
REGULATION OF ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032925	regulation of activin receptor signaling pathway	0.00127184171696212	0.00127184171696212	1	ACVR2A,ACVR1B,SMAD2
REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046634	regulation of alpha-beta T cell activation	0.00390935024336776	0.00390935024336776	1	MAPK8IP1,TGFBR2,CBFB,RUNX1
REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046637	regulation of alpha-beta T cell differentiation	0.00609714929388464	0.00609714929388464	1	TGFBR2,CBFB,RUNX1
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY	Regulation of Androgen receptor activity	0.000368213010494363	0.000368213010494363	1	EP300,MAP2K4,AR,CEBPA
REGULATION OF ANGIOGENESIS%GOBP%GO:0045765	regulation of angiogenesis	0.0131073948442915	0.0131073948442915	1	CTNNB1,PIK3CG,BRCA1,RUNX1
REGULATION OF ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:2000027	regulation of animal organ morphogenesis	0.000290720460113348	0.000290720460113348	1	GATA3,HGF,SOX9,WT1
REGULATION OF BETA-CELL DEVELOPMENT%REACTOME%R-HSA-186712.2	Regulation of beta-cell development	0.00218025635600773	0.00218025635600773	1	NOTCH1,FOXA2,AKT1,EP300
REGULATION OF BIOMINERAL TISSUE DEVELOPMENT%GOBP%GO:0070167	regulation of biomineral tissue development	0.0203818407024724	0.0203818407024724	1	NOTCH1,ACVR2A,SOX9
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	regulation of BMP signaling pathway	0.0198972810735524	0.0198972810735524	1	NOTCH1,SMAD2,SMAD4
REGULATION OF BODY FLUID LEVELS%GOBP%GO:0050878	regulation of body fluid levels	0.0248923071211158	0.0248923071211158	1	PIK3CG,ERBB4,PIK3CA,FOXA2,PDGFRA
REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060828	regulation of canonical Wnt signaling pathway	6.99549133741714e-05	6.99549133741714e-05	1	TBL1XR1,LRRK2,AXIN2,APC,EGFR,SOX17,SOX9,FGFR2,STK11
REGULATION OF CARBOHYDRATE CATABOLIC PROCESS%GOBP%GO:0043470	regulation of carbohydrate catabolic process	0.000879173534534429	0.000879173534534429	1	NCOR1,EP300,MTOR,TP53
REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109	regulation of carbohydrate metabolic process	0.00356151958517565	0.00356151958517565	1	NCOR1,EP300,MTOR,FOXA2,AKT1,TP53
REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION%GOBP%GO:0060043	regulation of cardiac muscle cell proliferation	0.000478828381890294	0.000478828381890294	1	NOTCH1,ERBB4,FGFR2,RUNX1
REGULATION OF CARDIAC MUSCLE TISSUE GROWTH%GOBP%GO:0055021	regulation of cardiac muscle tissue growth	0.000721309061467641	0.000721309061467641	1	NOTCH1,ERBB4,FGFR2,RUNX1
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.00705287042268832	0.00705287042268832	1	TGFBR2,CBFB,RUNX1
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	0.0010289552464808	0.0010289552464808	1	MAPK8IP1,RUNX1,CBFB
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	regulation of cell cycle G1/S phase transition	1.54675201239161e-13	1.54675201239161e-13	1	CCND1,CDKN2A,FBXW7,PBRM1,EGFR,PTEN,ATM,CDKN2C,EZH2,CHEK2,ARID1A,AKT1,APC,TAF1,CDKN1A,RB1,CDKN1B,TP53
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	regulation of cell cycle G2/M phase transition	5.75442834380318e-05	5.75442834380318e-05	1	CCND1,NPM1,ATM,CDKN1A,BRCA1,TP53
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000136	regulation of cell proliferation involved in heart morphogenesis	2.31044391971183e-06	2.31044391971183e-06	1	NOTCH1,SMAD4,TBX3,CTNNB1
REGULATION OF CELL SIZE%GOBP%GO:0008361	regulation of cell size	0.00725217278345467	0.00725217278345467	1	MTOR,SIN3A,PTEN,ARHGAP35
REGULATION OF CELL-CELL ADHESION MEDIATED BY CADHERIN%GOBP%GO:2000047	regulation of cell-cell adhesion mediated by cadherin	0.000435682317716831	0.000435682317716831	1	FOXA1,NOTCH1,FOXA2
REGULATION OF CELL-MATRIX ADHESION%GOBP%GO:0001952	regulation of cell-matrix adhesion	0.00364333354006607	0.00364333354006607	1	CDKN2A,PTEN,EPHA3
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	regulation of cell-substrate adhesion	0.0016070676457337	0.0016070676457337	1	NOTCH1,CDKN2A,PTEN,EPHA3
REGULATION OF CELLULAR KETONE METABOLIC PROCESS%GOBP%GO:0010565	regulation of cellular ketone metabolic process	0.0339152593005653	0.0339152593005653	1	NCOR1,SOX9,AKT1,BRCA1
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	regulation of cellular response to growth factor stimulus	0.00257662464653628	0.00257662464653628	1	NOTCH1,EP300,SIN3A,SMAD2,SMAD4,GATA3,STK11
