NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GDP CATABOLIC PROCESS%GOBP%GO:0046712	1		Rejected!	
TORC1 SIGNALING%GOBP%GO:0038202	8		Rejected!	
POSITIVE REGULATION OF VASOCONSTRICTION%GOBP%GO:0045907	16		Rejected!	
TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0033209	117	103		
POSITIVE REGULATION OF ANOIKIS%GOBP%GO:2000210	5		Rejected!	
CELLULAR RESPONSE TO EPINEPHRINE STIMULUS%GOBP%GO:0071872	8		Rejected!	
REGULATION OF POSITIVE THYMIC T CELL SELECTION%GOBP%GO:1902232	2		Rejected!	
SKELETAL MUSCLE MYOSIN THICK FILAMENT ASSEMBLY%GOBP%GO:0030241	3		Rejected!	
NEGATIVE REGULATION OF QUINOLINATE BIOSYNTHETIC PROCESS%GOBP%GO:1904985	1		Rejected!	
IMMUNOGLOBULIN TRANSCYTOSIS IN EPITHELIAL CELLS%GOBP%GO:0002414	3		Rejected!	
NEGATIVE REGULATION OF CERAMIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900060	5		Rejected!	
HISTONE H3-R26 CITRULLINATION%GOBP%GO:0036413	2		Rejected!	
GLOMERULAR PARIETAL EPITHELIAL CELL DEVELOPMENT%GOBP%GO:0072016	1		Rejected!	
PROTEIN DENEDDYLATION%GOBP%GO:0000338	10	10		
BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0001569	14	12		
RESPONSE TO SYMBIONT%GOBP%GO:0009608	3		Rejected!	
POLYUBIQUITINATED MISFOLDED PROTEIN TRANSPORT%GOBP%GO:0070845	1		Rejected!	
NEURON-NEURON SYNAPTIC TRANSMISSION%GOBP%GO:0007270	4		Rejected!	
GLUTAMINYL-TRNA AMINOACYLATION%GOBP%GO:0006425	2		Rejected!	
POSITIVE REGULATION OF BEHAVIORAL FEAR RESPONSE%GOBP%GO:2000987	2		Rejected!	
ASPARTATE BIOSYNTHETIC PROCESS%GOBP%GO:0006532	2		Rejected!	
L-FUCOSE CATABOLIC PROCESS%GOBP%GO:0042355	9		Rejected!	
NEGATIVE REGULATION OF GUANYLATE CYCLASE ACTIVITY%GOBP%GO:0031283	1		Rejected!	
NEGATIVE REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046929	7		Rejected!	
REGULATION OF RESPIRATORY SYSTEM PROCESS%GOBP%GO:0044065	7		Rejected!	
NEGATIVE REGULATION OF MACROPHAGE COLONY-STIMULATING FACTOR PRODUCTION%GOBP%GO:1901257	1		Rejected!	
CELLULAR RESPONSE TO CADMIUM ION%GOBP%GO:0071276	27	23		
REGULATION OF POSTSYNAPTIC DENSITY ASSEMBLY%GOBP%GO:0099151	1		Rejected!	
SNRNA TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0042795	71	64		
POSITIVE REGULATION OF MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION%GOBP%GO:1903343	1		Rejected!	
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0030811	69	60		
ECTODERM FORMATION%GOBP%GO:0001705	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN NEDDYLATION%GOBP%GO:2000435	4		Rejected!	
REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE%GOBP%GO:0070884	29	22		
LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:0007159	48	40		
POSITIVE REGULATION OF T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002842	4		Rejected!	
POSITIVE REGULATION OF CELLULAR PROTEIN LOCALIZATION%GOBP%GO:1903829	280		Rejected!	
PEPTIDYL-ARGININE METHYLATION%GOBP%GO:0018216	11		Rejected!	
'DE NOVO' ACTIN FILAMENT NUCLEATION%GOBP%GO:0070060	1		Rejected!	
POSITIVE REGULATION OF ENDOTHELIN SECRETION%GOBP%GO:1904472	1		Rejected!	
REGULATION OF TIMING OF ANAGEN%GOBP%GO:0051884	1		Rejected!	
METAPHASE/ANAPHASE TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0007091	6		Rejected!	
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS%GOBP%GO:2001028	15	13		
REGULATION OF WNT SIGNALING PATHWAY, PLANAR CELL POLARITY PATHWAY%GOBP%GO:2000095	9		Rejected!	
OSTEOBLAST PROLIFERATION%GOBP%GO:0033687	4		Rejected!	
ODONTOGENESIS OF DENTIN-CONTAINING TOOTH%GOBP%GO:0042475	27	18		
WYBUTOSINE METABOLIC PROCESS%GOBP%GO:0031590	3		Rejected!	
POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	168	144		
ARGININE BIOSYNTHETIC PROCESS%GOBP%GO:0006526	4		Rejected!	
RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009156	84	71		
PYRIMIDINE DEOXYRIBONUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009196	2		Rejected!	
BASIC AMINO ACID TRANSMEMBRANE TRANSPORT%GOBP%GO:1990822	8		Rejected!	
ACETYL-COA METABOLIC PROCESS%GOBP%GO:0006084	21	19		
ISOPEPTIDE CROSS-LINKING VIA N6-(L-ISOGLUTAMYL)-L-LYSINE%GOBP%GO:0018153	1		Rejected!	
VITAMIN D3 METABOLIC PROCESS%GOBP%GO:0070640	3		Rejected!	
NEGATIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051241	854		Rejected!	
BMP SIGNALING PATHWAY INVOLVED IN SPINAL CORD DORSAL/VENTRAL PATTERNING%GOBP%GO:0021919	1		Rejected!	
INDUCTION BY VIRUS OF HOST AUTOPHAGY%GOBP%GO:0039520	2		Rejected!	
THYROID-STIMULATING HORMONE SIGNALING PATHWAY%GOBP%GO:0038194	1		Rejected!	
LIPOATE METABOLIC PROCESS%GOBP%GO:0009106	1		Rejected!	
NATURAL KILLER CELL ACTIVATION%GOBP%GO:0030101	46	18		
L-ASCORBIC ACID METABOLIC PROCESS%GOBP%GO:0019852	9		Rejected!	
CYTOPLASMIC MRNA PROCESSING BODY ASSEMBLY%GOBP%GO:0033962	12	12		
METENCEPHALON DEVELOPMENT%GOBP%GO:0022037	31	21		
REGULATION OF OXIDATIVE STRESS-INDUCED NEURON INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903376	7		Rejected!	
RESPONSE TO PHORBOL 13-ACETATE 12-MYRISTATE%GOBP%GO:1904627	5		Rejected!	
NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0097201	9		Rejected!	
POSITIVE REGULATION OF FC-GAMMA RECEPTOR SIGNALING PATHWAY INVOLVED IN PHAGOCYTOSIS%GOBP%GO:1905451	3		Rejected!	
REGULATION OF ADENOSINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060167	3		Rejected!	
NEPHRON TUBULE FORMATION%GOBP%GO:0072079	7		Rejected!	
ENDOTHELIAL CELL FATE COMMITMENT%GOBP%GO:0060839	7		Rejected!	
REGULATION OF COENZYME METABOLIC PROCESS%GOBP%GO:0051196	82	72		
REGULATION OF DENSE CORE GRANULE EXOCYTOSIS%GOBP%GO:1905413	1		Rejected!	
PROTEIN SIDE CHAIN DEGLUTAMYLATION%GOBP%GO:0035610	5		Rejected!	
MICROTUBULE PLUS-END DIRECTED MITOTIC CHROMOSOME MIGRATION%GOBP%GO:0099606	1		Rejected!	
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	193	163		
POSITIVE REGULATION OF PLASMINOGEN ACTIVATION%GOBP%GO:0010756	6		Rejected!	
REGULATION OF ADAPTIVE IMMUNE MEMORY RESPONSE%GOBP%GO:1905674	3		Rejected!	
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032946	101	83		
REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	49	41		
POSITIVE REGULATION OF VOLTAGE-GATED POTASSIUM CHANNEL ACTIVITY INVOLVED IN ATRIAL CARDIAC MUSCLE CELL ACTION POTENTIAL REPOLARIZATION%GOBP%GO:1903954	1		Rejected!	
REGULATION OF HISTONE H3-K36 METHYLATION%GOBP%GO:0000414	7		Rejected!	
REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143	66	57		
NEGATIVE REGULATION OF DENDRITIC SPINE DEVELOPMENT%GOBP%GO:0061000	6		Rejected!	
REGULATION OF ATP METABOLIC PROCESS%GOBP%GO:1903578	102	87		
POSITIVE REGULATION OF INTRACELLULAR STEROL TRANSPORT%GOBP%GO:0032382	4		Rejected!	
NEGATIVE THYMIC T CELL SELECTION%GOBP%GO:0045060	3		Rejected!	
REGULATION OF MESODERM DEVELOPMENT%GOBP%GO:2000380	12		Rejected!	
INDOLALKYLAMINE BIOSYNTHETIC PROCESS%GOBP%GO:0046219	5		Rejected!	
POSITIVE REGULATION OF LYSOSOME ORGANIZATION%GOBP%GO:1905673	1		Rejected!	
POSITIVE REGULATION OF T CELL MIGRATION%GOBP%GO:2000406	27	25		
REGULATION OF RESPIRATORY BURST%GOBP%GO:0060263	14		Rejected!	
METANEPHRIC MESANGIAL CELL DIFFERENTIATION%GOBP%GO:0072209	2		Rejected!	
ENZYME ACTIVE SITE FORMATION%GOBP%GO:0018307	1		Rejected!	
PEPTIDE HORMONE PROCESSING%GOBP%GO:0016486	29	17		
REGULATION OF PROSTATIC BUD FORMATION%GOBP%GO:0060685	1		Rejected!	
NEGATIVE REGULATION OF CYTOPLASMIC TRANSLATIONAL ELONGATION%GOBP%GO:1900248	2		Rejected!	
HYALURONAN CATABOLIC PROCESS%GOBP%GO:0030214	16	13		
REGULATION OF MELANOSOME TRANSPORT%GOBP%GO:1902908	1		Rejected!	
ZYGOTIC DETERMINATION OF ANTERIOR/POSTERIOR AXIS, EMBRYO%GOBP%GO:0007354	5		Rejected!	
OXIDOREDUCTION COENZYME METABOLIC PROCESS%GOBP%GO:0006733	119	102		
REGULATION OF MEMBRANE DEPOLARIZATION%GOBP%GO:0003254	29	25		
GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0009101	261		Rejected!	
RAB PROTEIN SIGNAL TRANSDUCTION%GOBP%GO:0032482	1		Rejected!	
T CELL MEDIATED IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002424	1		Rejected!	
POSITIVE REGULATION OF PROSTAGLANDIN-E SYNTHASE ACTIVITY%GOBP%GO:2000363	3		Rejected!	
CARDIAC CHAMBER MORPHOGENESIS%GOBP%GO:0003206	77	58		
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	54	51		
MAST CELL MEDIATED IMMUNITY%GOBP%GO:0002448	10		Rejected!	
COFACTOR BIOSYNTHETIC PROCESS%GOBP%GO:0051188	188	167		
ELASTIN METABOLIC PROCESS%GOBP%GO:0051541	4		Rejected!	
POSITIVE REGULATION OF FAST-TWITCH SKELETAL MUSCLE FIBER CONTRACTION%GOBP%GO:0031448	1		Rejected!	
NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0007399	1562		Rejected!	
POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:0043687	354		Rejected!	
POSITIVE REGULATION OF PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043243	30	25		
REGULATION OF NEUROINFLAMMATORY RESPONSE%GOBP%GO:0150077	29	23		
REGULATION OF PROTEIN PROCESSING IN PHAGOCYTIC VESICLE%GOBP%GO:1903921	2		Rejected!	
MORPHOGENESIS OF AN EPITHELIAL SHEET%GOBP%GO:0002011	37	32		
REGULATION OF CEREBELLAR GRANULE CELL PRECURSOR PROLIFERATION%GOBP%GO:0021936	1		Rejected!	
DEOXYRIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009162	4		Rejected!	
RESPONSE TO STEROL%GOBP%GO:0036314	24	21		
MITOCHONDRIAL MEMBRANE FUSION%GOBP%GO:1990613	2		Rejected!	
URIDINE METABOLIC PROCESS%GOBP%GO:0046108	2		Rejected!	
CRANIAL SUTURE MORPHOGENESIS%GOBP%GO:0060363	2		Rejected!	
REGULATION OF NATURAL KILLER CELL CHEMOTAXIS%GOBP%GO:2000501	7		Rejected!	
RESPONSE TO SUCROSE%GOBP%GO:0009744	2		Rejected!	
ENDOSOME TO LYSOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY%GOBP%GO:0032510	7		Rejected!	
RESPONSE TO TNF AGONIST%GOBP%GO:0061481	1		Rejected!	
TISSUE MIGRATION%GOBP%GO:0090130	73	63		
REGULATION OF FOLLICLE-STIMULATING HORMONE SECRETION%GOBP%GO:0046880	3		Rejected!	
NEGATIVE REGULATION OF CELL PROLIFERATION INVOLVED IN HEART VALVE MORPHOGENESIS%GOBP%GO:0003252	2		Rejected!	
ARTERY DEVELOPMENT%GOBP%GO:0060840	43	39		
POSITIVE REGULATION OF NEURONAL ACTION POTENTIAL%GOBP%GO:1904457	1		Rejected!	
CARBOHYDRATE TRANSPORT%GOBP%GO:0008643	40	26		
REGULATION OF MIDBRAIN DOPAMINERGIC NEURON DIFFERENTIATION%GOBP%GO:1904956	2		Rejected!	
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY INVOLVED IN HEART DEVELOPMENT%GOBP%GO:1905067	1		Rejected!	
SPERMATOCYTE DIVISION%GOBP%GO:0048137	1		Rejected!	
REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH%GOBP%GO:1903203	19	18		
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071635	6		Rejected!	
POSITIVE REGULATION OF KERATINOCYTE PROLIFERATION%GOBP%GO:0010838	12		Rejected!	
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:1904754	8		Rejected!	
CEREBRAL CORTEX GABAERGIC INTERNEURON DEVELOPMENT%GOBP%GO:0021894	3		Rejected!	
CEREBROSPINAL FLUID CIRCULATION%GOBP%GO:0090660	2		Rejected!	
CELLULAR RESPONSE TO SALT STRESS%GOBP%GO:0071472	5		Rejected!	
DETECTION OF VIRUS%GOBP%GO:0009597	6		Rejected!	
PURINE DEOXYRIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009155	5		Rejected!	
4-HYDROXYPROLINE METABOLIC PROCESS%GOBP%GO:0019471	12	11		
MALATE METABOLIC PROCESS%GOBP%GO:0006108	7		Rejected!	
POSITIVE REGULATION OF OLIGODENDROCYTE PROGENITOR PROLIFERATION%GOBP%GO:0070447	1		Rejected!	
NEGATIVE REGULATION OF ELASTIN CATABOLIC PROCESS%GOBP%GO:0060311	1		Rejected!	
NEGATIVE REGULATION OF MDA-5 SIGNALING PATHWAY%GOBP%GO:0039534	4		Rejected!	
POSITIVE REGULATION OF CENTRIOLE REPLICATION%GOBP%GO:0046601	6		Rejected!	
REGULATION OF PLASMA MEMBRANE STEROL DISTRIBUTION%GOBP%GO:0097036	1		Rejected!	
SECONDARY ALCOHOL BIOSYNTHETIC PROCESS%GOBP%GO:1902653	35	30		
STEROL BIOSYNTHETIC PROCESS%GOBP%GO:0016126	38	32		
INSULIN RECEPTOR INTERNALIZATION%GOBP%GO:0038016	1		Rejected!	
BUD ELONGATION INVOLVED IN LUNG BRANCHING%GOBP%GO:0060449	1		Rejected!	
PROTEIN LOCALIZATION TO PRESYNAPSE%GOBP%GO:1905383	8		Rejected!	
CHOLESTEROL IMPORT%GOBP%GO:0070508	6		Rejected!	
WAX BIOSYNTHETIC PROCESS%GOBP%GO:0010025	4		Rejected!	
PROTEOLYSIS%GOBP%GO:0006508	1010		Rejected!	
PROTEIN CATABOLIC PROCESS IN THE VACUOLE%GOBP%GO:0007039	7		Rejected!	
CIRCULATORY SYSTEM PROCESS%GOBP%GO:0003013	266	182		
GENE EXPRESSION%GOBP%GO:0010467	1571		Rejected!	
REGULATION OF PROTEIN TARGETING%GOBP%GO:1903533	70	53		
AVOIDANCE OF HOST DEFENSES%GOBP%GO:0044413	1		Rejected!	
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	109	92		
ENDOCARDIUM DEVELOPMENT%GOBP%GO:0003157	8		Rejected!	
G1 TO G0 TRANSITION INVOLVED IN CELL DIFFERENTIATION%GOBP%GO:0070315	2		Rejected!	
REGULATION OF FLAGELLATED SPERM MOTILITY%GOBP%GO:1901317	15		Rejected!	
REPRODUCTIVE SYSTEM DEVELOPMENT%GOBP%GO:0061458	141	101		
VACUOLAR PROTEIN PROCESSING%GOBP%GO:0006624	2		Rejected!	
POSITIVE REGULATION OF PODOSOME ASSEMBLY%GOBP%GO:0071803	7		Rejected!	
POSTSYNAPTIC ENDOCYTOSIS%GOBP%GO:0140239	5		Rejected!	
ACETYL-COA CATABOLIC PROCESS%GOBP%GO:0046356	2		Rejected!	
POSTSYNAPTIC SPECIALIZATION ORGANIZATION%GOBP%GO:0099084	9		Rejected!	
CYCLIC NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009187	27	17		
PARACRINE SIGNALING%GOBP%GO:0038001	5		Rejected!	
CRANIOFACIAL SUTURE MORPHOGENESIS%GOBP%GO:0097094	8		Rejected!	
POSITIVE REGULATION OF B CELL CHEMOTAXIS%GOBP%GO:2000538	2		Rejected!	
REGULATION OF MACROPHAGE CYTOKINE PRODUCTION%GOBP%GO:0010935	11	11		
POSITIVE REGULATION OF VASCULAR PERMEABILITY%GOBP%GO:0043117	7		Rejected!	
POSITIVE REGULATION OF SIGNALING%GOBP%GO:0023056	1454		Rejected!	
NEGATIVE REGULATION OF VCP-NPL4-UFD1 AAA ATPASE COMPLEX ASSEMBLY%GOBP%GO:1904240	1		Rejected!	
REGULATION OF INTERMEDIATE FILAMENT POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0045108	1		Rejected!	
ENTERIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048484	11		Rejected!	
NEGATIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050771	45	40		
NEGATIVE REGULATION OF PROTEIN COMPLEX DISASSEMBLY%GOBP%GO:0043242	53	43		
REGULATION OF CATALYTIC ACTIVITY%GOBP%GO:0050790	1644		Rejected!	
POSITIVE REGULATION OF MEMORY T CELL DIFFERENTIATION%GOBP%GO:0043382	7		Rejected!	
GANGLIOSIDE METABOLIC PROCESS%GOBP%GO:0001573	21	18		
POSITIVE REGULATION OF ENDOSOME TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:1905751	2		Rejected!	
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055008	43	27		
CHEMICAL HOMEOSTASIS%GOBP%GO:0048878	856		Rejected!	
POSITIVE REGULATION OF CALCIUM-INDEPENDENT CELL-CELL ADHESION%GOBP%GO:0051041	1		Rejected!	
REGULATION OF MRNA BINDING%GOBP%GO:1902415	7		Rejected!	
CELLULAR AMMONIA HOMEOSTASIS%GOBP%GO:0097275	1		Rejected!	
PHOSPHATIDYLGLYCEROL BIOSYNTHETIC PROCESS%GOBP%GO:0006655	10		Rejected!	
FOREBRAIN MORPHOGENESIS%GOBP%GO:0048853	5		Rejected!	
DGTP METABOLIC PROCESS%GOBP%GO:0046070	3		Rejected!	
LONG-CHAIN FATTY ACID IMPORT%GOBP%GO:0044539	8		Rejected!	
CENTRIOLE ELONGATION%GOBP%GO:0061511	2		Rejected!	
POLYURIDYLATION-DEPENDENT MRNA CATABOLIC PROCESS%GOBP%GO:1990074	3		Rejected!	
GLOMERULAR VISCERAL EPITHELIAL CELL MIGRATION%GOBP%GO:0090521	3		Rejected!	
MITOCHONDRIAL TRNA 3'-TRAILER CLEAVAGE, ENDONUCLEOLYTIC%GOBP%GO:0072684	1		Rejected!	
NEGATIVE REGULATION OF NEURAL RETINA DEVELOPMENT%GOBP%GO:0061076	1		Rejected!	
TERMINATION OF MITOCHONDRIAL TRANSCRIPTION%GOBP%GO:0006393	2		Rejected!	
POSITIVE REGULATION OF CALCIDIOL 1-MONOOXYGENASE ACTIVITY%GOBP%GO:0060559	3		Rejected!	
CELLULAR RESPONSE TO INTERLEUKIN-12%GOBP%GO:0071349	49	43		
CHEMOKINE METABOLIC PROCESS%GOBP%GO:0050755	1		Rejected!	
REGULATION OF CELL PROJECTION ORGANIZATION%GOBP%GO:0031344	502		Rejected!	
ORGANIC CYCLIC COMPOUND CATABOLIC PROCESS%GOBP%GO:1901361	459		Rejected!	
ENTRY INTO HOST CELL%GOBP%GO:0030260	38	36		
NEGATIVE REGULATION OF PEPTIDE SECRETION%GOBP%GO:0002792	67	50		
AGE-DEPENDENT RESPONSE TO OXIDATIVE STRESS%GOBP%GO:0001306	1		Rejected!	
APOPTOTIC MITOCHONDRIAL CHANGES%GOBP%GO:0008637	47	43		
POSITIVE REGULATION OF EPINEPHRINE SECRETION%GOBP%GO:0032812	2		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CILIUM%GOBP%GO:1903566	5		Rejected!	
HEME METABOLIC PROCESS%GOBP%GO:0042168	26	21		
REGULATION OF SPINDLE CHECKPOINT%GOBP%GO:0090231	14	13		
RESPONSE TO NITRIC OXIDE%GOBP%GO:0071731	13	10		
MRNA CIS SPLICING, VIA SPLICEOSOME%GOBP%GO:0045292	31	15		
PROTEIN FOLDING IN ENDOPLASMIC RETICULUM%GOBP%GO:0034975	11	11		
MAST CELL ACTIVATION%GOBP%GO:0045576	11		Rejected!	
INTESTINAL LIPID CATABOLIC PROCESS%GOBP%GO:0044258	0		Rejected!	
METANEPHRIC MESENCHYME MORPHOGENESIS%GOBP%GO:0072133	1		Rejected!	
STEROID HORMONE MEDIATED SIGNALING PATHWAY%GOBP%GO:0043401	51	41		
[2FE-2S] CLUSTER ASSEMBLY%GOBP%GO:0044571	4		Rejected!	
CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GOBP%GO:0086002	35	27		
POSITIVE REGULATION OF PROTEIN ACTIVATION CASCADE%GOBP%GO:2000259	2		Rejected!	
POSITIVE REGULATION OF AORTIC SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:1904831	1		Rejected!	
CATECHOLAMINE UPTAKE%GOBP%GO:0090493	8		Rejected!	
REGULATION OF GASTRULATION%GOBP%GO:0010470	32	25		
NEGATIVE REGULATION OF INSULIN SECRETION%GOBP%GO:0046676	17	14		
NEGATIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1901799	52	44		
PLASMA LIPOPROTEIN PARTICLE CLEARANCE%GOBP%GO:0034381	39	30		
POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0060261	24	21		
RESPONSE TO SORBITOL%GOBP%GO:0072708	3		Rejected!	
POSITIVE REGULATION OF CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0062043	7		Rejected!	
L-LYSINE METABOLIC PROCESS%GOBP%GO:0046440	1		Rejected!	
PROTEIN IMPORT INTO MITOCHONDRIAL MATRIX%GOBP%GO:0030150	18	13		
ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380	15	13		
SNARE COMPLEX DISASSEMBLY%GOBP%GO:0035494	3		Rejected!	
RNA SPLICING, VIA ENDONUCLEOLYTIC CLEAVAGE AND LIGATION%GOBP%GO:0000394	16	15		
CELLULAR RESPONSE TO MURAMYL DIPEPTIDE%GOBP%GO:0071225	9		Rejected!	
REGULATION OF GLIAL CELL DIFFERENTIATION%GOBP%GO:0045685	33	26		
ACYLGLYCEROL BIOSYNTHETIC PROCESS%GOBP%GO:0046463	24	17		
NEGATIVE REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1900408	39	36		
SKELETAL MUSCLE TISSUE GROWTH%GOBP%GO:0048630	3		Rejected!	
REGULATION OF ANATOMICAL STRUCTURE SIZE%GOBP%GO:0090066	340		Rejected!	
MITRAL VALVE MORPHOGENESIS%GOBP%GO:0003183	9		Rejected!	
DENDRITE DEVELOPMENT%GOBP%GO:0016358	61	49		
SECONDARY HEART FIELD SPECIFICATION%GOBP%GO:0003139	5		Rejected!	
TENDON DEVELOPMENT%GOBP%GO:0035989	2		Rejected!	
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098901	28	25		
REGULATION OF MESODERMAL CELL DIFFERENTIATION%GOBP%GO:1905770	4		Rejected!	
POSITIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014015	33	28		
MUSCLE HYPERTROPHY%GOBP%GO:0014896	13	10		
IRON ION IMPORT%GOBP%GO:0097286	3		Rejected!	
ENZYME LINKED RECEPTOR PROTEIN SIGNALING PATHWAY%GOBP%GO:0007167	617		Rejected!	
REGULATION OF COMPLEMENT ACTIVATION, ALTERNATIVE PATHWAY%GOBP%GO:0030451	3		Rejected!	
NEGATIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030195	41	23		
MESODERMAL CELL DIFFERENTIATION%GOBP%GO:0048333	15	12		
NEGATIVE REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0090219	5		Rejected!	
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS%GOBP%GO:0120197	2		Rejected!	
POSITIVE REGULATION OF POLYAMINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1902269	2		Rejected!	
PEPTIDYL-PROLINE MODIFICATION%GOBP%GO:0018208	38	30		
GAMMA-AMINOBUTYRIC ACID TRANSPORT%GOBP%GO:0015812	4		Rejected!	
REGULATION OF DNA ENDOREDUPLICATION%GOBP%GO:0032875	3		Rejected!	
POSITIVE REGULATION OF ESTABLISHMENT OF T CELL POLARITY%GOBP%GO:1903905	2		Rejected!	
POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648	24	21		
INTESTINAL EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0060575	9		Rejected!	
NUCLEAR MIGRATION%GOBP%GO:0007097	14	13		
RNA POLYMERASE I PREINITIATION COMPLEX ASSEMBLY%GOBP%GO:0001188	2		Rejected!	
VASOCONSTRICTION%GOBP%GO:0042310	10		Rejected!	
REGULATION OF G2/MI TRANSITION OF MEIOTIC CELL CYCLE%GOBP%GO:0110030	3		Rejected!	
REGULATION OF CARBOHYDRATE BIOSYNTHETIC PROCESS%GOBP%GO:0043255	65	49		
SYNAPTIC VESICLE MEMBRANE ORGANIZATION%GOBP%GO:0048499	4		Rejected!	
CELLULAR RESPONSE TO FRUCTOSE STIMULUS%GOBP%GO:0071332	3		Rejected!	
NEUROPEPTIDE SIGNALING PATHWAY%GOBP%GO:0007218	64	20		
NEGATIVE REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901862	25	18		
RENAL SYSTEM VASCULATURE DEVELOPMENT%GOBP%GO:0061437	13	13		
ESOPHAGUS SMOOTH MUSCLE CONTRACTION%GOBP%GO:0014846	2		Rejected!	
POSITIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904037	29	17		
REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071634	24	24		
WHITE FAT CELL DIFFERENTIATION%GOBP%GO:0050872	7		Rejected!	
